,sent_text,target,argument,label
4120,"Pakistan denied the claims , and was reported to have rejected an Iranian offer to Pakistani former army chief of staff Mirza Aslam Beg to purchase weapons technology .",denied,claims,message
4121,Iran may be seeking enriched uranium from Tajikistan .,seeking,Iran,agent
4122,Iran may be seeking enriched uranium from Tajikistan .,seeking,uranium,sought_entity
4123,Iran may be seeking enriched uranium from Tajikistan .,seeking,Tajikistan,source
4124,Tajikistan can manufacture uranium oxide but can not enrich it to levels needed for reactors or weapons .,needed,levels,requirement
4125,Tajikistan can manufacture uranium oxide but can not enrich it to levels needed for reactors or weapons .,needed,reactors,dependent
4126,Tajikistan denies it is trying to export uranium to anyone .,trying,it,agent
4127,Tajikistan denies it is trying to export uranium to anyone .,trying,uranium,goal
4128,"Investigaciones Aplicadas ( Invap ) . will modify the core , which was designed by the US to take 93% enriched uranium .",designed,core,idea
4129,"Investigaciones Aplicadas ( Invap ) . will modify the core , which was designed by the US to take 93% enriched uranium .",designed,US,cognizer
4130,Argentina rejects reports that it has transferred uranium enrichment techniques to Iran ( 2958 ) .,transferred,it,donor
4131,Argentina rejects reports that it has transferred uranium enrichment techniques to Iran ( 2958 ) .,transferred,Iran,recipient
4132,Iran has purchased radioactive substances on the black market through Sudan ( 3059 ) .,purchased,Iran,buyer
4133,Iran has purchased radioactive substances on the black market through Sudan ( 3059 ) .,purchased,substances,goods
4134,Iran has purchased radioactive substances on the black market through Sudan ( 3059 ) .,purchased,market,seller
4135,Iran has purchased radioactive substances on the black market through Sudan ( 3059 ) .,purchased,Sudan,means
4136,Reports indicate that Iran has approached Pakistan for help in enriching uranium imported from South Africa in the late 1980's . Rumors that Pakistan is helping Iran develop nuclear weapons persist ( 7198 ) .,helping,Pakistan,helper
4137,Reports indicate that Iran has approached Pakistan for help in enriching uranium imported from South Africa in the late 1980's . Rumors that Pakistan is helping Iran develop nuclear weapons persist ( 7198 ) .,helping,Iran,benefited_party
4138,Reports indicate that Iran has approached Pakistan for help in enriching uranium imported from South Africa in the late 1980's . Rumors that Pakistan is helping Iran develop nuclear weapons persist ( 7198 ) .,helping,weapons,goal
4139,Reports indicate that Iran has approached Pakistan for help in enriching uranium imported from South Africa in the late 1980's . Rumors that Pakistan is helping Iran develop nuclear weapons persist ( 7198 ) .,develop,Iran,agent
4140,Reports indicate that Iran has approached Pakistan for help in enriching uranium imported from South Africa in the late 1980's . Rumors that Pakistan is helping Iran develop nuclear weapons persist ( 7198 ) .,develop,weapons,project
4141,The Observer ( UK ) says that Pakistan and Iran have signed a cooperation agreement under which Iranian engineers will be trained in Pakistan .,trained,engineers,student
4142,The Observer ( UK ) says that Pakistan and Iran have signed a cooperation agreement under which Iranian engineers will be trained in Pakistan .,trained,Pakistan,place
4143,"M.A. Khan of Pakistan and Reza Amrollahi of the Atomic Energy Organization of Iran are said to have signed the pact ; however , both Pakistan and Iran deny its existence .",deny,Pakistan,speaker
4144,"M.A. Khan of Pakistan and Reza Amrollahi of the Atomic Energy Organization of Iran are said to have signed the pact ; however , both Pakistan and Iran deny its existence .",deny,existence,message
4145,Corporation of the US withdraws the request it had made for a license to export components to India for the Tarapur System .,export,Tarapur,goods
4146,Corporation of the US withdraws the request it had made for a license to export components to India for the Tarapur System .,export,India,importing_area
4147,Corporation of the US withdraws the request it had made for a license to export components to India for the Tarapur System .,export,it,exporter
4148,Argentina has blocked the equipment sale because of US pressure but has not formally informed Iran that INVAP will not be permitted to supply the facilities .,informed,Iran,addressee
4149,Argentina has blocked the equipment sale because of US pressure but has not formally informed Iran that INVAP will not be permitted to supply the facilities .,informed,Argentina,speaker
4150,It is reported that a German subsidiary of a US firm may have sold laser enrichment equipment to Iran .,sold,equipment,goods
4151,It is reported that a German subsidiary of a US firm may have sold laser enrichment equipment to Iran .,sold,Iran,buyer
4152,"An Armenian official states that Armenia will send scientists , including specialists in nuclear physics who have been involved in the defense industry , to Iran in exchange for oil .",send,Armenia,sender
4153,"An Armenian official states that Armenia will send scientists , including specialists in nuclear physics who have been involved in the defense industry , to Iran in exchange for oil .",send,Iran,goal
4154,"An Armenian official states that Armenia will send scientists , including specialists in nuclear physics who have been involved in the defense industry , to Iran in exchange for oil .",send,exchange,explanation
